,Sentiment,SentimentText
29019,0,<MENTION> I wasn't too overly impressed with much on there though
77592,0,<MENTION> The puppy I threatened God I would kill if he didn't make good things happen today! I guess He hates puppies.
91885,1,"<MENTION> I believe you, I really do... 2.40 am and I am still watching the voting. Bed soon methinks..."
87832,1,<MENTION> hackorz! thats teh illegalz! oh noes! how'd you do it?
82638,0,<MENTION> That happens to me ALL. THE. TIME. it's the worst!
86798,1,<MENTION> See now I don't feel alone.
4170,0,work again uhhhhhhhhhmmmmmmm how i would love to snuggle in my warm bed again...
76609,1,<MENTION> Nope! Just my 6 week trim
31936,0,"<MENTION> Lucky, I missed it"
95623,0,<MENTION> I'm good...funky rainy day here
94665,0,<MENTION> u totally are
35760,0,<MENTION> unless you have AT& T
677,1,... its JONAS DAY!!!!!!!!
32079,1,<MENTION>: i love your tweets. when does the new album come out??
90580,1,<MENTION> Thank you!
25199,0,<MENTION> nope! I work until 1030 you going?
44534,0,<MENTION> yay! you're on twitter! have fun in vegas! im gonna miss you
97466,1,<MENTION> I got transfered at work n now ima key holder
30586,1,<MENTION> Hey morning
36296,1,<MENTION> looking good matey! You look more menacing! What I'd give for that barnet! Was hopin you'd had an OJ!
53765,0,<MENTION> lmao boss ross don't come on out here I love that man he was the truth
38115,1,"<MENTION> MUAHAHAHHAHAHA... well, maybe they think I'm crazy or something. I haven't scared<MENTION> yet though"
82793,0,<MENTION> omg lucky! I want sushi.. havent had it in a while though because its kind of expensive
14923,0,...that America wanted Adam Lambert to be their American Idol. A sadly predictable travesty in the goddam conservative USofA
72110,1,"<MENTION> you welcome, i'm product manager for this company so feel free to send me your feedback"
58665,0,"<MENTION> I understand how frustrating it is! Sometimes it's good to rant. Glad to have seen your video on Youtube, it was really amazing."
98025,1,<MENTION> that it is I just hate it now because I worked on it though LOL
31418,1,<MENTION> if it is summer it is good weather but the previous day was about 20 degrees and rainy.. a little bit difference
71479,1,<MENTION> Yeah <URL>
81792,1,"<MENTION> no, spent some time there and came back. my father is still there, though."
30236,1,<MENTION> lol tell me if u goin there...so i can bust ya ass online lol
95996,0,<MENTION> We sat right in front of that place but it was not open!! It opened just as we left arggg with a huge line up of people.
42312,1,"<MENTION> yeeep, last week. I just have to go back for finals on the 17th & & 18th"
31073,1,<MENTION> good . hha .
70725,0,<MENTION> Omg I know I shouldn't either. Eating late at night is my WORST HABIT!
40107,0,<MENTION> you having a nice time in the Chester sun? My yard is in the shade already
41262,1,<MENTION> thanks
39883,0,<MENTION> I hope things get better for you
69951,1,<MENTION> Haha. Just curious like a cat.
42681,1,<MENTION> I'm gonna watch the Hills as well...
43197,0,"<MENTION> IKR, i am so upset i wanted to go so bad. this really sucks"
72244,1,<MENTION> Also not reedemable at Mirage Las Vegas CPK. Guess I need to read the fine print on the back!
63020,1,<MENTION> A SM BBQ would indeed be fun.
25019,1,"<MENTION> I'd be more embarrassed if the guys WITHOUT cox came over, ya know what I mean?"
27683,0,<MENTION> whats wrong?
60961,1,<MENTION> as if! happy for you is your foot ok now?
32517,1,"<MENTION> I really would like to know what boredom actually IS! ^^ take some pictures, you're good at it"
4126,0,"My parakeet escaped. i'm pretty bummed, but kudos to Storm Rider for following his dreams."
45142,0,<MENTION> i want to see star trek but i can't make that time
25885,1,<MENTION> oh okay I am still there I am working on Public Administration now
40180,0,<MENTION> Outlook not so good
40912,0,<MENTION> oh noes get well soon baby! <3
30177,0,<MENTION> i didnt think max should have gone
84608,1,<MENTION> i am honing my rage to get into the evil league of evil. Hi ho silver.
21319,1,<MENTION> U know iKeep it TRILL ;) u been supportin my music since day 1
13370,1,'is this true love' lyric of the day
27523,1,"<MENTION> Ha! And, all the buttery rich brioche sitting on my counter is killing *me*"
50231,1,<MENTION> I always answer within a minute or i should be busy wich happens a lot LOL XX
97284,1,<MENTION> thats fab you can email me now
27471,1,<MENTION> hi are you new or old?
42965,1,<MENTION><MENTION> Thanks you Happy Mother's day to all the great moms around!
8466,1,& I actually did my makeup today whoo! & went shopping for gifts pretty productive day considering I have a long night:/
46150,1,<MENTION> could you follow me please?
96375,0,<MENTION><MENTION><MENTION><MENTION><MENTION><MENTION> I'm alive too bad this won't be my last visit to the dentist
18462,0,"<MENTION> Would love to listen to your phlog, but it doesn't work on an iPhone"
23138,0,<MENTION> sorry was in class when you called whats the plan for getting together with everyone let me know- saturday is awesome!!!
35603,1,<MENTION> Which is one of the reasons I came up here.
49730,1,"<MENTION>,, so excited to watch! Hope u win"
31042,1,<MENTION> <URL> - Now that makes for a fun afternoon
11094,1,'We don't support that...!' <URL>
90229,0,<MENTION> think you and<MENTION> should start 'Erol has sexy radio voice' campaign so he doesn't listen to me and my big nasty mouth.
23080,0,<MENTION> I was bout to say my uncle don't love me no mo I'm koolin bout to watch some be be kids
26502,0,<MENTION> But I think getting phone line requires my parent's consent.
88937,1,<MENTION> aw! the kitties! how are the little darlings? i demand more photos. DEMAND! ... pleeeaasseee?
26436,1,<MENTION> Thanks!
75427,1,<MENTION> me
12023,0,& <MENTION>.. i actually DO have it but its not bad enough that i cant do anything loll but poor pitbull girl
75436,0,<MENTION> after the new twitterfox update it stopped working for me
73700,1,<MENTION> Don't you mean 'People'... Not 'peaple'.. Sorry my Mom is a Teacher...
43926,0,<MENTION> i know but its just rude ahhh well. hope ur having a nice weekend xx
39204,1,<MENTION> i think its great that u keep in touch w/ the btvs cast! congrats for the baby u guys look very happy! best wishes from Peru
9152,0,'Hope is a dream of a soul awake' What am I doing up so early.
17208,1,...and writing an essay about monkeys. Best. Punishment. EVAH!
72507,1,<MENTION> oh and i saw birbigs do his off-broadway show when i was in nyc last week.. funny stuff! got a souvenir that you and E can share
64911,0,"<MENTION> Is that one right now!? Lame, I missed it."
74433,0,"<MENTION> Ack! John is on nightshift next week, not such a good idea"
71061,0,<MENTION> you don't have to read it.
54232,0,<MENTION> Hope the migraine is gone. We've both had one w/in a week.
77663,1,<MENTION> oh ok girl!! Just making sure everything was ok with ya girl!! you gonna be on IM tonight so we can catch up?
49857,1,<MENTION> Word??? Done Let's set something up. I'm serious.
65147,1,"<MENTION> yup lol, you are the only 'true' emailer lol"
1916,0,=-- First uni exam tomorrow
42446,0,<MENTION> doesn't work on my phone either
5578,0,<HASHTAG> Did you consider lost business when removing Krisflyer Gold from the Clubhouse welcome list? My business is going to United now
43582,1,"<MENTION>...I knew you would do great. hopefully next time, you won't doubt how much faith i have in you I'm proud of u. ILYTD"
81349,0,"<MENTION> okay, ty! (: i really dont want Suan to win, but it's so obvious she will. its just a shame as shes already got her fame! grr"
62311,0,<MENTION> oh and I won't be at the step shopw sat either. Hey when will I see you again?!
49442,1,<MENTION> lol that sucks! Thanks hopefully you won't get any rain tomorrow!
55227,0,"<MENTION> yeah I know! Stephen schwartz said he wanted plays to present, but I guess he lost that fight"
35162,0,<MENTION> GROSS!!! Chicken bones in your soup. Ewww.
90813,0,<MENTION> im in florida homie dont got the funds to get up there right now
48483,0,<MENTION> did you see the new Star Trek movie? also sorry to say that the Phillies won 7-2
50972,1,"<MENTION> agreed, we just like using a lot if a few drops of lube= lots of fun, lots of lube= seriously fun times. go astroglide!"
16713,0,:O just got on here now got to go off
75783,1,<MENTION> i think its a smoke screen
73419,0,"<MENTION>,<MENTION>: wish i could go with you guys! I LOVE CALI"
90931,0,<MENTION> lol too true. between NWTel and Yukon Electric... life is so 'awesome' in the north.
37087,1,<MENTION> ahhh... the vagaries of travel in the EU. Which airline/air traffic controllers/etc are on strike this time?
16972,1,??? (pronounced: 'Chu') means Ã¯Â¿Â½smoochÃ¯Â¿Â½ or Ã¯Â¿Â½muahÃ¯Â¿Â½ in Japanese
27676,0,<MENTION> Awww beh.. I hella miss you too
69929,1,<MENTION> yeah im cucumber-addicted^^ and what about truggi-drugs?? and crisp D
71134,0,<MENTION> why were u sleeping?! Ur gonna be up all night now how was ur bike ride?
16936,0,...........Twitter sucks
12863,0,*they said im abusing twitter talk to ya laterz....
78157,0,<MENTION> I love the new pic. FUN IN THE SUN!!! I wish it was sunny now. All in good time. xx
70627,0,<MENTION> my phone has been stupid all day! will you be free for dinner or something?
69177,1,"<MENTION> - HaHa, very funny! Hope you are well"
6386,0,<HASHTAG> when my back didn't hurt after a day in the garden
21801,0,"<MENTION> ::waiting for the competitiion:: heh, guys the last few Kytemovies have no sound. Can't wait to hear new music! xxx"
7940,1,<HASHTAG> <HASHTAG> <HASHTAG> <HASHTAG> <HASHTAG> <HASHTAG> <HASHTAG> - thats for<MENTION>
59386,0,"<MENTION> : that's kool, i didnt wanna c u anywayz."
81685,1,"<MENTION> haha cool. let me pay tuition fees in my office first, then got basic d oni pay u tuition fees"
34921,1,"<MENTION> Projecting the movie...somehow...onto the windscreen, to watch when stopped/parked/etc. Perhaps a PS3 too, for a game or two."
51905,0,<MENTION> no i dont wanna know what happens! Dont ruin this for me as well
61337,0,<MENTION> Why u getting off
38730,0,<MENTION> <---- notice she still didn't say if she was gonna call. lol
80122,0,<MENTION> Hey babe...didnt see it. Thanx. Im still reall sick
46660,1,<MENTION> <URL> - you look very nice !
10031,1,'i vawnt to clean yer vindows surr' 'I dont want my FUCKING windows cleaned!' PMSL! i love des
51407,1,<MENTION> if you kill my feed with your music listening I'm unfollowing you lol. and what happened to you thinking twitter was lame
93064,1,<MENTION> woo thanks. i learnt something new today!
73361,0,<MENTION> GASP! You hate popcorn??
13129,1,.<MENTION> And I definitely intend on downloading your single user version and reviewing it as a system on its own merits
2921,0,"my mum doesn't learn her lesson, 4th time now shes got this basal cell cancer on her skin :'("
41000,0,<MENTION> Mine too. I think that is a pretty common issue.
64153,1,<MENTION> explains my confusion still seems an odd thing to get worked up about though
31337,1,<MENTION> Good job! Keep up the good work.
42128,1,<MENTION> thanks for the followfriday
69464,0,"<MENTION> It got cancelled?! knew It had some probs with the strike, but never heard cancellation. It was a good, well done show."
50843,0,<MENTION> no i tried it yesterday lol
32845,1,<MENTION>: Might be easier for you to say who NOT to follow.
85077,0,"<MENTION> I'm so sad,LA isn't on the tour!"
65348,1,"<MENTION> i will serenade you when you come back! i'm learning the gee tar. fack, learning guitar ain't as cool as ITALY. bottle it for me."
41050,0,<MENTION> wow nice spread! I do mean the food. and me without an invite
16629,1,... Offer where it's only ÃÂ£10 for on stage seats! So we're going for Suzie and jamies birthday! Lo's parents are going on fri too
18803,1,"<MENTION> =O no wayyy! i love his mop. hahaha. if you do so, give me it all ill keep it in a box.hahaha"
89670,1,"<MENTION> Yes, I saw that earlier. I'm not deterred. It'd be perfect, I'd actually be in the clouds"
49103,0,<MENTION> where yu att??
5988,0,poooooorrrlllyyyyy ouch ouch ouch stomach hurts why am I always in pain!! lol
98548,1,"<MENTION> LMAO, i know right? I just found her CD & put it into my computer and played that song x'D Haha it was like my jam, too ;D"
38060,0,"<MENTION> Lol, I'm joking, but not really. I love your site though, too bad I had to move on from my SideKick."
73509,1,<MENTION> It could be worse... I seem to be channeling 'Humpty Dumpty' this morning.
50203,1,<MENTION> I found you Why don't I ever see you anymore?!
24706,0,<MENTION> losing 10 lbs by 7/15 will be easy? Tell me ur secret!! I've been trying for 5 lbs for months but not getting anywhere.
19485,1,<MENTION> oohhhhhh i have dont worry
93315,1,<MENTION> I really appreciate it I'll make sure to have all tim's videos on the site as well as any other interesting vids...
80490,0,"<MENTION> So confusing! I'm using Twitter to get the questions, and will have two pages open to do this.<HASHTAG> <HASHTAG>"
76887,1,<MENTION> classic LOL
12495,0,'Air France' .... hope there ok .. thoughts are with the familys
61023,1,<MENTION> Thanks again. Look dead center balcony and if there happens to be a football in the air you know where to throw it!
51925,0,<MENTION> you and me both! I feel horrible right now.
75835,1,<MENTION> western union
79747,0,<MENTION> I work too much...I work that night...all night.
82224,0,<MENTION> doesn't matter!
36869,0,<MENTION> Yeah I think Jack is dead
10043,1,'If I had the chance I'd ask the world to dance' Gas skrapin to Seasideee to play frisbee and lacrosse.
5769,0,no cosmic bowling *nearly begins to cry*
31932,1,<MENTION> yeahh i am not sitting in it anymore lol.......i was thinking you should do a mcfly acoustic cover that would be good ! Xx
84113,0,<MENTION> hahah lol. She aint coming to newcastle
63459,1,<MENTION> i love you too! I will be you too driving to and from school darlin! I'll be home thurs
86475,1,<MENTION> I'm a future teacher -- I'm finishing my degree this year! I'm so excited to start working
57517,1,<MENTION> u see this? URGENT: Male Guard/CIA types needed PDX TNT's 'Leverage' <URL> 5-day gig; June 8-12.
17128,0,...and 'Life Goes On' ...listened to that on repeat when my best friend Sean died. R.I.P. to you both.
42741,1,<MENTION> You lucky thing! I went up there with my Uncle a couple of months back for a pre-lunch stroll. We scrambled up the south side
22064,1,<MENTION> I'm glad you aren't dating that guy anymore. Sounds a little...weird.
22027,0,<MENTION> come thru- I put it out there for my twit fam! U aint answer (as usual)
56300,0,"<MENTION> this isnt fair, i have to keep refreshin to c the questions and that means that i cant answer them quick enough"
42868,1,<MENTION> You know I'm always up for sweets!!! I'm pumped for Trivia tonight- I'm going to get caught up and win!!
65046,1,<MENTION> ...that's the best movie in the world! be ready to be blown away!
15907,1,". . . Laying out again, i love this weather"
97543,1,<MENTION> ohhshitt! I happen to own BOTH Pokemon silver & crystal. yeahhbaby! When you guys come down to STL i shall present you w/them
16603,0,::this lightning is crazy! I'll be hiding under my covers tonight!
57851,0,"<MENTION> will do, no luck so far"
8659,0,">< laptop internet out again, must settle for phone internet"
12885,0,*wishes she had $2000 to go to IMC
39418,1,<MENTION> Was the Gary Crowley show called 'Switch'? Also bring back the Old Grey Whistle Test and the Tube
36973,1,<MENTION> hangin' in there. let's say the stress/frustration was GREAT for cleaning my apt... u know tooth brush 4 cleaning the shower
12,0,this weekend has sucked so far
61867,1,"<MENTION> I was also up at the crack of sparrows this morning - my 7 year old is responsible for that - still, mornings *are* nice"
18623,0,/waits for text back...
1493,0,BOSS marah coz i steal a few puff......
77576,1,<MENTION> if that nat'l sales tax replaced all the other taxes it might
45646,0,<MENTION> how's he going to show up Vegas in fenway this makes me more upset than last night...or darien. Ugh.
70217,1,<MENTION> privacy`s overrated
84361,0,"I am so sad. I lost 5 followers and now I am below 800. boohoo! Oh well, I just keep pressing on. It is a great day."
77820,1,<MENTION> Get some honey and lemon down your neck!!!! You'll survive Anything planned for today?
14518,1,"'you stink!' haha, too funny!<HASHTAG> <HASHTAG> <HASHTAG> <HASHTAG>"
70104,0,"<MENTION> Nope, still not eligible."
98752,1,<MENTION> Thanks so much for the compliment on our pics We're glad to see you here !!!
65602,1,<MENTION> what about aPORKalype Now for the made for TV movie?
27888,0,"<MENTION> It was just normal dinner. I'm all bloated now though, can't sleep If I'd known you'd be awake, I wouldn't have gone."
35861,0,<MENTION><HASHTAG> Friday never gets me any followers lol
81969,1,<MENTION> you create an image that you want to put in the background then go to 'settings' and click the design tab
74674,1,<MENTION> nice response.... love it and you girl. Thanks for sharing your babies with me today
68409,1,<MENTION> I understand. How is Belgium today?
29653,1,<MENTION><MENTION><MENTION> glad you liked
9518,0,<HASHTAG> I still want a red bull polo-shirt shame Red Bull doesn't sell any merchandise
68363,0,<MENTION> Lol. I hate this essay
92569,1,"<MENTION> It's great fun, makes you feel like a kid again"
33111,0,<MENTION> I don't want either *pushes June away and clings to May*
63717,1,<MENTION> Thanks for coming out to<HASHTAG> ! It was good seeing you too.
63614,1,<MENTION> dude I used to be a weightlifter so I have the appearance of a pretty big dude. Bring 'em on!!!
18531,1,<MENTION> thank you
91253,1,"<MENTION> let's hope that B& B TwitterBones get together faster than on the actual show but they've been really quite all day! well, my day!"
75027,1,<MENTION> haha. Nearest gas station. All we have is candy their and old french fried YUCK.
70057,1,<MENTION> aha i knew i was right! i used to live there xxx
24697,1,<MENTION> why the count of Tuscany ?
27092,1,<MENTION> hehehe... its fun though
16542,1,@ home... doing something good
5158,1,!!!!!!! People !!!!!!!!!! Don't be evil
74983,1,<MENTION> Thanks for the hugs BB
3621,1,in love with some guy who lives in miami... Fail!
49100,1,"<MENTION> Heya, ogenki? I didn't know you had twitter! Its me, Eli"
12577,1,'Cabin malfunction' - 'slight delay' great start
91719,1,<MENTION> oh.. hm? it said they we're doing maintnance when i tried getting on. but it's going now
10039,1,"'I' am the second coming of me.... the first time I came around I was largely un-noticed, so I'm trying again.... I HAVE ARRIVED!!"
76252,0,<MENTION> was is lavonda king? Cause she was my cousin
51881,0,<MENTION> how's the beach weather I'm goin on Sunday bc I can't see my daddy
85865,0,<MENTION> I wanna go. Never been. I hear much is closed
7416,0,<HASHTAG> when i split my head open.
65165,1,<MENTION> ok........ ima leave that alone
99713,1,<MENTION> You're not a jerk
96550,0,<MENTION> oh sad bro.. looks like everyone is having a bad day today.. even i was stuck at traffic for half an hour<HASHTAG> ?
26369,0,<MENTION> i heard...what a sad story.
2580,0,i find no reason to keep on going anymore.
18449,1,<MENTION> Want to come with? And the reason to plan is that its cheaper/a better deal than Bare Escentuals.
47270,0,<MENTION> thats no fun
85823,1,<MENTION> i have to open tomorrow tpp! send me a wake up text!
9650,1,"<HASHTAG> Yay, computer/internet working again! Missed my flygals... MR/laundry/ironing and food (for school party tonight) all DONE!"
69088,0,<MENTION> im so sorry....i knows yous sad. I'll hang with you soon!
69864,0,<MENTION> yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed.
76144,1,<MENTION> Yeah. Definitely agree. Used to be cool before<MENTION>
3225,1,I'm awake! it's amazin
32630,1,"<MENTION> I love it. But I love a lot of that silly comedy, eg, Simpsons, Naked Gun, Mel Brooks etc How are you darl?"
84617,0,"<MENTION> Yep, but I don't want to think about it right now. I don't drink but I need some alcohol and some sleep to numb the pain."
20433,1,<MENTION><MENTION> tnx to you guys... *hugs*
86200,1,<MENTION> neat
53577,0,"<MENTION> LOL same, there's rarely anything I like at yum cha >.< Breaks my heart"
39223,0,<MENTION> I woke up with no cats on my head
54415,0,<MENTION> Sorry.... But I'm still in disbelief.
26930,0,<MENTION> its my bday on Sunday and I have nooo plans
7934,1,<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day<HASHTAG> -day pronto
38500,1,<MENTION> hey bud! how have u been
29383,0,<MENTION> sooo jealous if anythink mine are hiding more n more bad times
60521,0,"<MENTION> I love optimism Ben, but I fear it may be misplaced in this case. And...our phone still doesn't have latitude"
27582,1,<MENTION> whooop! you got me on twitter!! dang our line of communication keeps growing!
51310,0,<MENTION> oh no! where did they go?
83470,0,<MENTION> Where are you? I miss you by the way.
52088,1,<MENTION> i want ravioli from there. holly
38445,1,<MENTION> can't wait to see you Tuesday
54573,1,<MENTION> it looks great - can't wait to read it
31336,0,"<MENTION> I'm so jealous! I couldn't get one today, they were all out of the Black 32GB model"
70974,1,<MENTION> Amazingly they are still there too! I thought for sure this group of spammers would be gone by now. Have a great day!
79343,1,<MENTION> hey hey gud morning. you heard the rumor?
49390,1,<MENTION> <URL> - Yea! Jai ho!!
3246,0,Im like this right now <URL>
79149,0,<MENTION> then a pro wakeboard tour I'm outside all day today...
13045,0,'I MAKE THEM GOOD GIRLS GO BAAAD' NICE MLEODY.. NO COMPLETE VID YET.
30798,1,<MENTION> i am indeed yes
93768,0,<MENTION> hope you and your ass feel better!
46437,1,<MENTION> I'm great Al...so nice to see you on twitter....I love it here...lots of interesting people
11675,0,( *hates* when you can't block a spam bot on your follow list.... )
2519,0,"i didnt go shopping, but i am going to burbank again!"
49752,0,<MENTION> you are sick think that's why you snoring?
9922,0,"'On popular music' by T.W.Adorno is probably the most difficult reading ever prescribed, I'm actually struggling to continue"
79270,1,"<MENTION> no sometimes you just have to pray to the god of all things electrical, atheist or no atheist give it a go"
56235,0,<MENTION> I just changed the backgroung but now I have no profile ppicture
97265,1,"<MENTION> i'd have gone with Forbidden Evil, but Death Angel would definitely get the job done"
89133,1,<MENTION> yes
57459,1,<MENTION> I'm scared for the wisdom teeth... EXCITED for the Chrysler thing though. FREE FOOD+CHRYSLERs=
8729,0,Wish I could update Twitter with mobile phone!
22818,0,<MENTION> which one?
52616,0,<MENTION> ditto
60835,0,"<MENTION> thanks, yeah i googled that. got a lot of files though"
85079,1,<MENTION> lol.. go figure you'd be on twitter.. hows life brother? alaska is starting to get warmer ..!
65082,0,<MENTION> you're in vegas without us?
70031,0,"<MENTION> 250pp is good,but iv got 3 people to pay for,, so it all adds up xxx"
35925,1,<MENTION> waaaay ahead of you
87422,1,<MENTION>.<MENTION> just shared this with me --- made me think of you. ? <URL>
13235,0,.. I MISS MY BOYFRIEND!!!! .. OMG!!! .. *Having an emotional meltdown excuse me ..* .. ..
95460,0,"<MENTION> I have to say, I am a little concerned about drunk 4-wheeling...hope u were safe"
91051,0,<MENTION> I don't believe I am a random person
11822,1,"**DJ ODI** IN GREENSBORO @ SOLARIS , BE THERE !"
56186,1,<MENTION> aww well good on you x
21097,0,<MENTION> yeah... i USED to speak with them... but I drifted XD hahaha. and well from my weird angle...it's looks really immature
65777,1,<MENTION> true ... well thank u I looked up those versus
16974,1,"??? ??? ???? ?????, ?? Snow Patrol ????????? ?? U2 ? ??????! so happy"
71863,1,"<MENTION> I totally had rice in my hair, down my shirt, everywhere. It was a mess until I got the hang of it."
63824,1,"<MENTION> Considering the notables don't find their star until after their 50's or 60's, I'd say no, not too late Go for it"
54217,0,<MENTION> Yeah I havin too much fun dont wanna get off here but I have too
48745,1,<MENTION> I think we should bring Ram in here to debate over 'Semantic Search'. What say?
5512,0,might cry farmyard this weekend<MENTION> won't be around
69905,0,"<MENTION> Brandon, It seems there are some probs with the video embedding in other websites"
79177,0,"<MENTION> perhaps just a bug. I just got pitched by a real estate bot via @ reply. somethin weird happened tonight, re follow/unfollow"
92755,1,<MENTION> you could MEET someone at the blood orgies? (so sorry dude)
41760,1,"<MENTION> take them a pic! i want to buy sunglasses, need a suggestion"
21130,1,"<MENTION> Ok, fun? Haha I have been on a long hunt so I don't want to come to school"
62083,1,<MENTION> oh really? when was the last time you had a smoke?
89434,1,"<MENTION> i agree with<MENTION> , you are not too old you're are sexy like twitter :p"
94329,1,<MENTION> You got to see me! Not epic fail?
3034,0,new moon trailer not as awesome as I hoped...
42656,1,<MENTION> haha well keep me updated with all that good stuff oh and I still recommend your beyonce/rihanna vid to my friends ;D
78721,1,<MENTION> yea..
89145,1,<MENTION><MENTION> thanks guys
68841,1,<MENTION> Happy Birthday!
95435,1,<MENTION> whisky gratissssssssssss wooooo
12797,1,"'Footloose':The bottom portion of a sail is called the foot. If it is not secured, it is footloose and it dances randomly in the wind"
13683,1,.... JUST FINISHED! ...... two full hours of mommy daughter time & tomorrow my sunshine is going to have hair like shirley temple
85182,0,<MENTION> prom is SCARY. hahaha.
70206,0,"<MENTION> I really wanna go see Miley, but since I'm already going to see Demi.... but who knows... maybe!"
10235,1,<HASHTAG> These peeps are awesome!<MENTION><MENTION><MENTION><MENTION><MENTION><MENTION><MENTION><MENTION> follow cause I say so!
78009,1,<MENTION> Do you not see what I am saying to DAN DIEGO and what he is saying to me?!? Seriously. Look. and I think thursday...
4161,1,- With my boys! <3
31480,1,<MENTION> I'm coming in my birthday suit. Seriously i need to go shoipping.I have no shorts or anything.
84926,0,<MENTION>
49605,1,<MENTION> Good Morning and Thanks for the Mom's Day Wishes Hope Things are going Good for you my Friend
64746,1,<MENTION> I like you much better when you dont refer to you in the third person.
12277,0,-><MENTION> my poor Spanish leaves me completely dependent on<MENTION> & others to tell what is going on in Spain
49519,0,<MENTION> aww i'm sorry did you get them off?
63206,1,"<MENTION> two interesting people by the look of their tweets, now following"
40626,1,<MENTION> thanks for the retweet
64466,1,<MENTION> D: that sucks. if it makes you feel any better i have a suckish southern accent
94583,0,<MENTION> sorry about lucy love you!
12169,0,*BLATANTLY biting off of the homie<MENTION>* Wishes he didn't have to wait til the end of the week to see<MENTION> again<HASHTAG>
25215,1,"<MENTION> And then u got a budget to work around too, right? Ugh! I couldn't do it....but we know you'll do it. You always do!"
1244,0,-- Apparently I have to wait til June 5 I want some of Paolo's Candy nooooooooow
59571,0,<MENTION> Nooo it's well worth it if you liked the first one. Just DON'T sit near the front. Smoo had a headache & motion sickness
72823,0,"<MENTION> Yay, Missouri weather!! Ugh! Its only going to get worse as the week progresses. 95 tomorrow."
71254,0,<MENTION> in response to the Jon & Kate equation... too sad.
18006,1,..cant sleep again. miss my bf. and continue to hate house sitting. atleast the cavs won
73569,1,<MENTION> .Thanks Denise..Not looking good though. Long range forcast...rain all week. Sooo over it! You have a good weekend though
82816,0,<MENTION> aw man that blows! Hope u feel better!
47221,1,<MENTION> yes! the pool opened this weekend
77183,1,"<MENTION> an unfortunate story, but a great article none the less. Good job."
94499,1,<MENTION> the drums sound fantastic
83664,0,<MENTION> just fucking answer the child the first time..... making outside a misery for everyone
36963,0,<MENTION> Have fun! I miss the ocean
12844,1,*sings* don't u remember u told me u loved meeee baaaybeh??......Luther was the TRUTH
88741,1,<MENTION> how is everything going? hope summer is so far so good
86927,0,"<MENTION> No, my coffee machine is working fine. DNN site not so much Won't load here."
41102,1,"<MENTION> Yeah, cheers mate. After effects of a day sanding walls and a ceiling."
43495,1,<MENTION> that's sweet
79033,0,"<MENTION> Calvin, do you have any cures for hangovers"
77402,1,"<MENTION><MENTION> Hey guys, lets hang out again. Sometime next weekend? Lmk!"
35363,0,"<MENTION> Oh yes, as soon I get my 'finances' back together I always dream of going to S A who knows - July, 2010? THE GREAT CUP!"
91124,1,"<MENTION> Good night, CoCo. Have a sweet dream!! I'm not home yet, still working in the office."
9866,1,<HASHTAG> <MENTION><MENTION><MENTION> eclectic.
47913,0,"<MENTION> this is almost nothing compared to a car, but is all i had on my account but if you need someone deadly hurt, call me =D"
26991,1,<MENTION> Mine always wants money
70573,0,"<MENTION> so did i! can't go on like this, something's got to give"
49926,0,<MENTION> ha. I just said you had some KFC. Haha. I know. But you have had some expierence I have had none.
10978,1,'up' in 3D with good company!
61503,0,<MENTION> SS & i r @ the devon horse show. gettin' mostly rained out. lots of events have ben cancelled incl the coaches
38332,1,<MENTION> How was the meet & greet?
39808,1,"<MENTION> Now, THAT is a good city for serious shopping, LOL!! Hope you are having a lot of FUN!!"
74085,0,<MENTION> I hope Everie is okay.
45493,1,<MENTION> I'm sitting at your desk. i am going to steal your drawers. Derek has decimated your napkins.
32879,1,"<MENTION> well, if he has to go, at least you've ensured that he's going in style! you are awesome"
94228,0,<MENTION> OHMYGOD BUDDY! I MISS YOU SOOO MUCH! please come home. i need someone to help me with my stalking. we havent had any luck. (
21938,0,"<MENTION> No worries, it didn't! Gutted though, it won't be the same"
61994,1,"<MENTION> no, I just cropped it."
2729,1,"i have a new pictureee...i don't have face buuut...it's beatiful! aah the photograph is Sara, she've a great future how photograph haha"
65193,1,<MENTION> oh good I'm a huge fan of musicals but I get that most guys hate them. It's all good
74730,1,<MENTION> Sitting with your boyfriend 'the dog'
72575,1,<MENTION> aaaww ! That's awesome ! Lucky you ! And aaw that's so sweet Ã¢â¢Â¥ I miss talking to you too !
74023,0,<MENTION> D: duude thats sucks ass
88075,0,<MENTION> god. i hope so too!
60272,1,"<MENTION> i like your picture. cheer up, charlie!"
66772,1,<MENTION> 50 song free download please re-tweet <URL>
67032,0,<MENTION> Awesome! I haven't heard from my artist since she first contacted me.
44578,1,<MENTION> Can't wait to see ya! Send ya a text soon
23855,0,<MENTION> ohnoes what's up bansal?
13854,0,... wondering what a PMA is
55470,0,<MENTION> Hey... did I do something wrong?
9187,0,"<HASHTAG> I never knew there was a Supernatural convention, I might have gone"
68650,1,<MENTION> Thank you Am still learning on Twitter...
8116,1,<3 c u all tweeters <3 going to c a movie.
